ShieldingThickness[cm],Altitude[km],Inclination[deg],MaxCurrentIncident[A/cm^2]
0.55,1400,70,1.06E-17
0.55,1000,0,2.69E-20
0.55,10000,20,3.46E-16
0.55,1600,80,1.03E-17
0.55,17500,10,2.06E-15
0.55,300,0,0
0.55,7000,40,1.57E-16
0.55,1200,40,9.49E-19
0.55,2000,20,1.33E-17
0.55,1900,70,1.80E-17
0.55,1400,0,1.25E-18
0.55,8000,60,1.97E-16
0.55,1800,30,6.65E-18
0.55,500,70,2.15E-18
0.55,15000,40,1.27E-15
0.55,12500,70,6.17E-16
0.55,400,30,1.45E-21
0.55,700,0,3.54E-21
0.55,5000,90,5.00E-17
0.55,700,80,2.82E-18
0.55,9000,20,1.53E-16
0.55,30000,50,6.44E-17
0.55,10000,0,3.64E-17
0.55,3000,60,4.47E-17
0.55,300,40,3.09E-21
0.55,1300,50,6.31E-18
0.55,1200,10,3.12E-19
0.55,7000,10,2.75E-19
0.55,1700,90,1.10E-17
0.55,17500,40,9.97E-16
0.55,10000,70,3.03E-16
0.55,1500,60,1.21E-17
0.55,6000,50,1.29E-16
0.55,1400,20,1.83E-18
0.55,900,60,4.83E-18
0.55,800,20,2.21E-20
0.55,1600,20,4.16E-18
0.55,10000,80,2.83E-16
0.55,1700,60,1.57E-17
0.55,1000,10,4.15E-20
0.55,1100,50,4.41E-18
0.55,900,90,3.75E-18
0.55,22500,20,7.90E-16
0.55,25000,10,6.16E-16
0.55,35800,0,5.60E-17
0.55,1500,90,8.61E-18
0.55,2500,50,2.84E-17
0.55,35800,40,1.48E-17
0.55,5000,60,8.11E-17
0.55,500,80,1.71E-18
0.55,12500,80,5.81E-16
0.55,8000,90,1.44E-16
0.55,1900,80,1.46E-17
0.55,4000,20,1.57E-17
0.55,3000,90,2.97E-17
0.55,600,30,2.05E-20
0.55,700,70,3.71E-18
0.55,20000,20,1.21E-15
0.55,27500,10,3.66E-16
0.55,25000,40,2.55E-16
0.55,22500,70,2.67E-16
0.55,1400,80,8.07E-18
0.55,3000,0,5.19E-17
0.55,800,80,3.43E-18
0.55,1000,40,3.61E-19
0.55,1600,70,1.32E-17
0.55,1700,30,5.10E-18
0.55,1800,0,8.53E-18
0.55,600,60,2.66E-18
0.55,27500,40,1.46E-16
0.55,9000,80,2.07E-16
0.55,700,20,6.91E-21
0.55,20000,70,4.16E-16
0.55,4000,70,4.51E-17
0.55,1800,90,1.24E-17
0.55,2000,80,1.62E-17
0.55,5000,30,1.22E-17
0.55,35800,10,4.77E-17
0.55,400,90,1.18E-18
0.55,22500,0,1.07E-15
0.55,1800,20,7.97E-18
0.55,8000,70,1.62E-16
0.55,1900,60,2.00E-17
0.55,2000,30,1.03E-17
0.55,5000,80,5.20E-17
0.55,400,20,1.19E-21
0.55,12500,60,6.87E-16
0.55,500,60,2.00E-18
0.55,15000,50,9.93E-16
0.55,3000,70,3.61E-17
0.55,30000,40,7.99E-17
0.55,9000,30,3.26E-16
0.55,700,90,2.57E-18
0.55,200,10,0
0.55,300,50,3.79E-19
0.55,1300,40,1.43E-18
0.55,10000,60,3.50E-16
0.55,17500,50,7.85E-16
0.55,1700,80,1.16E-17
0.55,1400,30,1.91E-18
0.55,6000,40,9.66E-17
0.55,1500,70,1.19E-17
0.55,800,30,9.89E-20
0.55,900,70,5.36E-18
0.55,200,40,5.30E-22
0.55,800,0,6.90E-21
0.55,4000,90,3.73E-17
0.55,3000,20,3.14E-17
0.55,600,80,2.20E-18
0.55,20000,90,3.88E-16
0.55,9000,60,2.64E-16
0.55,30000,10,2.08E-16
0.55,400,70,1.58E-18
0.55,500,30,6.13E-21
0.55,12500,30,1.31E-15
0.55,8000,20,4.68E-17
0.55,1800,70,1.62E-17
0.55,2000,60,2.24E-17
0.55,1900,30,8.36E-18
0.55,800,60,3.96E-18
0.55,900,20,6.43E-20
0.55,1400,60,1.06E-17
0.55,22500,90,2.49E-16
0.55,1500,20,2.83E-18
0.55,6000,10,1.27E-18
0.55,1600,90,9.76E-18
0.55,10000,30,5.22E-16
0.55,1200,50,5.51E-18
0.55,25000,0,6.71E-16
0.55,7000,50,1.92E-16
0.55,1300,10,7.25E-19
0.55,1400,90,7.56E-18
0.55,22500,60,2.92E-16
0.55,25000,50,2.03E-16
0.55,1100,10,1.15E-19
0.55,1000,50,3.59E-18
0.55,800,90,3.16E-18
0.55,1700,20,5.84E-18
0.55,1600,60,1.39E-17
0.55,700,30,4.79E-20
0.55,20000,60,4.56E-16
0.55,9000,90,2.02E-16
0.55,27500,50,1.17E-16
0.55,1300,0,5.87E-19
0.55,600,70,2.86E-18
0.55,4000,60,6.13E-17
0.55,2000,90,1.55E-17
0.55,1800,80,1.30E-17
0.55,2500,10,3.43E-17
0.55,400,80,1.28E-18
0.55,5000,20,4.36E-18
0.55,1700,70,1.46E-17
0.55,10000,90,2.76E-16
0.55,1600,30,3.81E-18
0.55,900,80,4.04E-18
0.55,1700,0,6.00E-18
0.55,1100,40,5.91E-19
0.55,400,0,0
0.55,1500,80,9.14E-18
0.55,22500,30,5.81E-16
0.55,2000,0,1.53E-17
0.55,12500,90,5.71E-16
0.55,500,90,1.58E-18
0.55,5000,70,5.94E-17
0.55,35800,50,1.22E-17
0.55,2500,40,2.13E-17
0.55,1900,90,1.40E-17
0.55,8000,80,1.49E-16
0.55,4000,30,1.06E-17
0.55,700,60,3.29E-18
0.55,20000,30,9.07E-16
0.55,600,20,3.03E-21
0.55,3000,80,3.08E-17
0.55,1300,80,7.06E-18
0.55,4000,0,2.59E-17
0.55,1700,40,5.34E-18
0.55,17500,90,5.72E-16
0.55,6000,80,7.37E-17
0.55,1900,0,1.15E-17
0.55,25000,30,3.51E-16
0.55,12500,0,1.10E-15
0.55,1100,70,7.13E-18
0.55,1000,30,3.09E-19
0.55,15000,90,7.12E-16
0.55,35800,60,1.07E-17
0.55,5000,40,5.91E-17
0.55,2500,70,2.91E-17
0.55,30000,80,4.88E-17
0.55,27500,30,2.01E-16
0.55,700,50,1.81E-18
0.55,600,10,2.20E-21
0.55,300,90,8.62E-19
0.55,1100,20,3.22E-19
0.55,30000,0,2.30E-16
0.55,1000,60,5.75E-18
0.55,22500,50,3.38E-16
0.55,25000,60,1.76E-16
0.55,1700,10,6.12E-18
0.55,1600,50,9.78E-18
0.55,1200,90,5.84E-18
0.55,7000,90,1.01E-16
0.55,15000,0,2.34E-15
0.55,4000,50,5.04E-17
0.55,200,80,7.03E-19
0.55,20000,50,5.29E-16
0.55,27500,60,1.02E-16
0.55,9000,0,1.56E-18
0.55,600,40,4.18E-20
0.55,2500,20,2.67E-17
0.55,5000,10,6.46E-18
0.55,35800,30,2.01E-17
0.55,3000,10,4.29E-17
0.55,600,0,2.38E-21
0.55,9000,50,3.53E-16
0.55,30000,20,1.59E-16
0.55,27500,90,8.68E-17
0.55,200,70,8.98E-19
0.55,1500,0,2.33E-18
0.55,300,30,3.55E-22
0.55,8000,10,1.11E-18
0.55,1800,40,6.99E-18
0.55,2000,50,1.74E-17
0.55,400,40,8.73E-21
0.55,15000,30,1.67E-15
0.55,1400,50,7.27E-18
0.55,25000,90,1.51E-16
0.55,1500,10,2.60E-18
0.55,6000,20,1.24E-18
0.55,1000,90,4.38E-18
0.55,800,50,2.31E-18
0.55,900,10,1.63E-20
0.55,1200,60,7.80E-18
0.55,7000,60,1.44E-16
0.55,1300,20,1.11E-18
0.55,17500,30,1.33E-15
0.55,35800,90,9.37E-18
0.55,400,10,5.65E-22
0.55,2500,80,2.45E-17
0.55,12500,50,8.30E-16
0.55,500,50,9.22E-19
0.55,15000,60,8.44E-16
0.55,1800,10,8.68E-18
0.55,8000,40,2.60E-16
0.55,1900,50,1.55E-17
0.55,200,20,2.86E-22
0.55,300,60,1.14E-18
0.55,3000,40,2.92E-17
0.55,30000,70,5.13E-17
0.55,10000,50,4.54E-16
0.55,17500,60,6.74E-16
0.55,7000,30,1.00E-16
0.55,1200,30,8.02E-19
0.55,1300,70,9.22E-18
0.55,6000,0,1.40E-18
0.55,900,40,2.22E-19
0.55,1100,80,5.42E-18
0.55,200,0,0
0.55,6000,70,8.24E-17
0.55,1100,0,8.30E-20
0.55,1500,40,2.97E-18
0.55,1000,70,6.22E-18
0.55,1100,30,5.03E-19
0.55,25000,70,1.61E-16
0.55,22500,40,4.25E-16
0.55,1600,40,4.04E-18
0.55,500,0,1.38E-21
0.55,7000,80,1.04E-16
0.55,1200,80,6.20E-18
0.55,1600,0,3.89E-18
0.55,5000,0,7.31E-18
0.55,200,90,6.46E-19
0.55,4000,40,3.85E-17
0.55,600,50,1.33E-18
0.55,27500,70,9.29E-17
0.55,20000,40,6.69E-16
0.55,700,10,4.46E-21
0.55,35800,20,3.15E-17
0.55,2500,30,1.84E-17
0.55,27500,0,4.03E-16
0.55,1300,90,6.62E-18
0.55,1600,10,4.13E-18
0.55,17500,80,5.82E-16
0.55,20000,0,1.57E-15
0.55,1700,50,1.15E-17
0.55,22500,10,9.83E-16
0.55,25000,20,4.86E-16
0.55,6000,90,7.12E-17
0.55,1000,20,1.54E-19
0.55,1100,60,6.75E-18
0.55,2500,0,3.75E-17
0.55,2500,60,3.44E-17
0.55,1200,0,2.37E-19
0.55,5000,50,7.86E-17
0.55,35800,70,9.87E-18
0.55,15000,80,7.25E-16
0.55,8000,0,8.00E-20
0.55,20000,10,1.47E-15
0.55,700,40,7.78E-20
0.55,30000,90,4.80E-17
0.55,27500,20,2.84E-16
0.55,300,80,9.37E-19
0.55,4000,10,2.26E-17
0.55,500,40,1.98E-20
0.55,15000,70,7.66E-16
0.55,12500,40,1.08E-15
0.55,2500,90,2.36E-17
0.55,35800,80,9.45E-18
0.55,2000,10,1.53E-17
0.55,1900,40,8.72E-18
0.55,8000,50,2.67E-16
0.55,900,0,1.16E-20
0.55,300,70,1.16E-18
0.55,200,30,1.02E-22
0.55,9000,10,1.53E-17
0.55,30000,60,5.61E-17
0.55,3000,50,3.66E-17
0.55,17500,70,6.13E-16
0.55,10000,40,5.71E-16
0.55,1300,60,9.32E-18
0.55,1200,20,6.23E-19
0.55,7000,20,7.48E-18
0.55,1100,90,5.08E-18
0.55,900,50,2.90E-18
0.55,800,10,7.91E-21
0.55,1500,50,8.45E-18
0.55,6000,60,1.08E-16
0.55,1400,10,1.46E-18
0.55,30000,30,1.11E-16
0.55,27500,80,8.82E-17
0.55,9000,40,4.03E-16
0.55,300,20,6.91E-22
0.55,200,60,8.51E-19
0.55,1900,10,1.18E-17
0.55,2000,40,1.06E-17
0.55,1800,50,1.34E-17
0.55,12500,10,1.23E-15
0.55,15000,20,2.04E-15
0.55,500,10,1.18E-21
0.55,400,50,5.79E-19
0.55,6000,30,4.23E-17
0.55,25000,80,1.53E-16
0.55,1400,40,2.11E-18
0.55,7000,0,2.96E-19
0.55,800,40,1.33E-19
0.55,1000,80,4.70E-18
0.55,1300,30,1.25E-18
0.55,7000,70,1.15E-16
0.55,1200,70,8.14E-18
0.55,10000,10,1.02E-16
0.55,17500,20,1.73E-15
0.04,4000,80,4.29E-13
0.04,300,10,8.48E-21
0.04,200,50,1.77E-16
0.04,9000,70,3.78E-13
0.04,20000,80,8.38E-13
0.04,600,90,2.75E-15
0.04,3000,30,6.57E-13
0.04,12500,20,9.31E-13
0.04,15000,10,1.41E-12
0.04,500,20,2.81E-18
0.04,400,60,1.54E-15
0.04,1900,20,2.55E-13
0.04,2000,70,1.33E-13
0.04,1800,60,9.79E-14
0.04,8000,30,5.89E-13
0.04,900,30,4.74E-15
0.04,800,70,6.56E-15
0.04,1500,30,7.16E-14
0.04,17500,0,1.97E-12
0.04,22500,80,7.60E-13
0.04,1400,70,3.37E-14
0.04,1000,0,6.32E-16
0.04,10000,20,5.81E-13
0.04,1600,80,5.23E-14
0.04,17500,10,2.02E-12
0.04,300,0,0
0.04,7000,40,5.47E-13
0.04,1200,40,1.91E-14
0.04,2000,20,3.19E-13
0.04,1900,70,1.12E-13
0.04,1400,0,3.98E-14
0.04,8000,60,4.33E-13
0.04,1800,30,1.66E-13
0.04,500,70,2.55E-15
0.04,15000,40,1.26E-12
0.04,12500,70,5.47E-13
0.04,400,30,2.20E-17
0.04,700,0,3.16E-18
0.04,5000,90,4.45E-13
0.04,700,80,4.10E-15
0.04,9000,20,6.01E-13
0.04,30000,50,4.05E-13
0.04,10000,0,5.71E-13
0.04,3000,60,3.67E-13
0.04,300,40,9.31E-17
0.04,1300,50,2.66E-14
0.04,1200,10,1.06E-14
0.04,7000,10,9.52E-13
0.04,1700,90,6.49E-14
0.04,17500,40,1.45E-12
0.04,10000,70,3.97E-13
0.04,1500,60,4.69E-14
0.04,6000,50,5.45E-13
0.04,1400,20,4.93E-14
0.04,900,60,7.76E-15
0.04,800,20,5.11E-16
0.04,1600,20,1.07E-13
0.04,10000,80,3.69E-13
0.04,1700,60,7.78E-14
0.04,1000,10,1.09E-15
0.04,1100,50,1.33E-14
0.04,900,90,6.69E-15
0.04,22500,20,2.22E-12
0.04,25000,10,2.17E-12
0.04,35800,0,5.37E-13
0.04,1500,90,3.84E-14
0.04,2500,50,2.95E-13
0.04,35800,40,1.60E-13
0.04,5000,60,5.46E-13
0.04,500,80,2.17E-15
0.04,12500,80,5.12E-13
0.04,8000,90,3.35E-13
0.04,1900,80,1.03E-13
0.04,4000,20,1.25E-12
0.04,3000,90,3.06E-13
0.04,600,30,4.74E-16
0.04,700,70,4.94E-15
0.04,20000,20,2.31E-12
0.04,27500,10,1.65E-12
0.04,25000,40,1.03E-12
0.04,22500,70,8.02E-13
0.04,1400,80,2.99E-14
0.04,3000,0,1.21E-12
0.04,800,80,5.42E-15
0.04,1000,40,8.18E-15
0.04,1600,70,5.78E-14
0.04,1700,30,1.29E-13
0.04,1800,0,2.21E-13
0.04,600,60,3.17E-15
0.04,27500,40,7.42E-13
0.04,9000,80,3.51E-13
0.04,700,20,1.12E-16
0.04,20000,70,8.85E-13
0.04,4000,70,4.58E-13
0.04,1800,90,8.18E-14
0.04,2000,80,1.23E-13
0.04,5000,30,9.04E-13
0.04,35800,10,4.79E-13
0.04,400,90,1.37E-15
0.04,22500,0,2.69E-12
0.04,1800,20,1.97E-13
0.04,8000,70,3.69E-13
0.04,1900,60,1.20E-13
0.04,2000,30,2.54E-13
0.04,5000,80,4.54E-13
0.04,400,20,5.17E-19
0.04,12500,60,6.24E-13
0.04,500,60,2.22E-15
0.04,15000,50,9.97E-13
0.04,3000,70,3.34E-13
0.04,30000,40,5.10E-13
0.04,9000,30,5.95E-13
0.04,700,90,3.74E-15
0.04,200,10,0
0.04,300,50,3.43E-16
0.04,1300,40,2.78E-14
0.04,10000,60,4.64E-13
0.04,17500,50,1.13E-12
0.04,1700,80,6.66E-14
0.04,1400,30,5.04E-14
0.04,6000,40,6.20E-13
0.04,1500,70,4.47E-14
0.04,800,30,2.51E-15
0.04,900,70,8.57E-15
0.04,200,40,1.68E-17
0.04,800,0,1.95E-17
0.04,4000,90,4.20E-13
0.04,3000,20,8.94E-13
0.04,600,80,3.00E-15
0.04,20000,90,8.23E-13
0.04,9000,60,4.44E-13
0.04,30000,10,1.20E-12
0.04,400,70,1.77E-15
0.04,500,30,1.30E-16
0.04,12500,30,1.01E-12
0.04,8000,20,6.52E-13
0.04,1800,70,9.14E-14
0.04,2000,60,1.44E-13
0.04,1900,30,2.08E-13
0.04,800,60,5.77E-15
0.04,900,20,1.67E-15
0.04,1400,60,3.49E-14
0.04,22500,90,7.48E-13
0.04,1500,20,7.43E-14
0.04,6000,10,1.36E-12
0.04,1600,90,5.08E-14
0.04,10000,30,6.37E-13
0.04,1200,50,1.91E-14
0.04,25000,0,2.31E-12
0.04,7000,50,4.97E-13
0.04,1300,10,2.27E-14
0.04,1400,90,2.89E-14
0.04,22500,60,8.83E-13
0.04,25000,50,8.10E-13
0.04,1100,10,3.78E-15
0.04,1000,50,9.29E-15
0.04,800,90,5.00E-15
0.04,1700,20,1.48E-13
0.04,1600,60,6.10E-14
0.04,700,30,1.21E-15
0.04,20000,60,9.77E-13
0.04,9000,90,3.43E-13
0.04,27500,50,5.86E-13
0.04,1300,0,1.96E-14
0.04,600,70,3.63E-15
0.04,4000,60,5.09E-13
0.04,2000,90,1.20E-13
0.04,1800,80,8.38E-14
0.04,2500,10,7.53E-13
0.04,400,80,1.51E-15
0.04,5000,20,1.30E-12
0.04,1700,70,7.30E-14
0.04,10000,90,3.61E-13
0.04,1600,30,9.75E-14
0.04,900,80,7.20E-15
0.04,1700,0,1.60E-13
0.04,1100,40,1.24E-14
0.04,400,0,0
0.04,1500,80,3.98E-14
0.04,22500,30,1.75E-12
0.04,2000,0,3.63E-13
0.04,12500,90,5.01E-13
0.04,500,90,1.98E-15
0.04,5000,70,4.86E-13
0.04,35800,50,1.32E-13
0.04,2500,40,3.54E-13
0.04,1900,90,1.01E-13
0.04,8000,80,3.43E-13
0.04,4000,30,8.94E-13
0.04,700,60,4.28E-15
0.04,20000,30,1.92E-12
0.04,600,20,1.85E-17
0.04,3000,80,3.12E-13
0.04,1300,80,2.26E-14
0.04,4000,0,1.74E-12
0.04,1700,40,9.81E-14
0.04,17500,90,7.84E-13
0.04,6000,80,3.99E-13
0.04,1900,0,2.86E-13
0.04,25000,30,1.39E-12
0.04,12500,0,7.69E-13
0.04,1100,70,1.45E-14
0.04,1000,30,8.20E-15
0.04,15000,90,6.69E-13
0.04,35800,60,1.15E-13
0.04,5000,40,7.05E-13
0.04,2500,70,2.43E-13
0.04,30000,80,3.05E-13
0.04,27500,30,1.01E-12
0.04,700,50,3.04E-15
0.04,600,10,1.86E-18
0.04,300,90,9.38E-16
0.04,1100,20,9.05E-15
0.04,30000,0,1.30E-12
0.04,1000,60,1.04E-14
0.04,22500,50,1.03E-12
0.04,25000,60,6.97E-13
0.04,1700,10,1.58E-13
0.04,1600,50,6.56E-14
0.04,1200,90,1.62E-14
0.04,7000,90,3.41E-13
0.04,15000,0,1.36E-12
0.04,4000,50,5.64E-13
0.04,200,80,7.27E-16
0.04,20000,50,1.15E-12
0.04,27500,60,5.07E-13
0.04,9000,0,7.02E-13
0.04,600,40,1.12E-15
0.04,2500,20,6.30E-13
0.04,5000,10,1.71E-12
0.04,35800,30,2.21E-13
0.04,3000,10,1.10E-12
0.04,600,0,5.90E-19
0.04,9000,50,5.37E-13
0.04,30000,20,9.61E-13
0.04,27500,90,4.31E-13
0.04,200,70,9.03E-16
0.04,1500,0,6.87E-14
0.04,300,30,1.15E-18
0.04,8000,10,7.74E-13
0.04,1800,40,1.25E-13
0.04,2000,50,1.60E-13
0.04,400,40,2.59E-16
0.04,15000,30,1.46E-12
0.04,1400,50,3.66E-14
0.04,25000,90,5.92E-13
0.04,1500,10,7.16E-14
0.04,6000,20,1.03E-12
0.04,1000,90,8.87E-15
0.04,800,50,4.52E-15
0.04,900,10,2.68E-16
0.04,1200,60,1.94E-14
0.04,7000,60,4.37E-13
0.04,1300,20,3.06E-14
0.04,17500,30,1.79E-12
0.04,35800,90,1.01E-13
0.04,400,10,6.80E-20
0.04,2500,80,2.26E-13
0.04,12500,50,7.82E-13
0.04,500,50,1.18E-15
0.04,15000,60,8.13E-13
0.04,1800,10,2.16E-13
0.04,8000,40,5.51E-13
0.04,1900,50,1.33E-13
0.04,200,20,1.98E-20
0.04,300,60,1.10E-15
0.04,3000,40,4.91E-13
0.04,30000,70,3.21E-13
0.04,10000,50,5.76E-13
0.04,17500,60,9.39E-13
0.04,7000,30,6.16E-13
0.04,1200,30,2.19E-14
0.04,1300,70,2.57E-14
0.04,6000,0,1.52E-12
0.04,900,40,5.31E-15
0.04,1100,80,1.25E-14
0.04,200,0,0
0.04,6000,70,4.28E-13
0.04,1100,0,2.60E-15
0.04,1500,40,5.62E-14
0.04,1000,70,1.11E-14
0.04,1100,30,1.36E-14
0.04,25000,70,6.35E-13
0.04,22500,40,1.32E-12
0.04,1600,40,7.51E-14
0.04,500,0,1.09E-19
0.04,7000,80,3.48E-13
0.04,1200,80,1.70E-14
0.04,1600,0,1.08E-13
0.04,5000,0,1.93E-12
0.04,200,90,6.58E-16
0.04,4000,40,6.71E-13
0.04,600,50,1.94E-15
0.04,27500,70,4.62E-13
0.04,20000,40,1.48E-12
0.04,700,10,9.92E-18
0.04,35800,20,3.41E-13
0.04,2500,30,4.72E-13
0.04,27500,0,1.78E-12
0.04,1300,90,2.18E-14
0.04,1600,10,1.10E-13
0.04,17500,80,7.99E-13
0.04,20000,0,2.54E-12
0.04,1700,50,8.46E-14
0.04,22500,10,2.57E-12
0.04,25000,20,1.82E-12
0.04,6000,90,3.91E-13
0.04,1000,20,4.22E-15
0.04,1100,60,1.41E-14
0.04,2500,0,8.03E-13
0.04,2500,60,2.65E-13
0.04,1200,0,7.96E-15
0.04,5000,50,6.03E-13
0.04,35800,70,1.06E-13
0.04,15000,80,6.82E-13
0.04,8000,0,8.11E-13
0.04,20000,10,2.51E-12
0.04,700,40,2.04E-15
0.04,30000,90,3.00E-13
0.04,27500,20,1.36E-12
0.04,300,80,1.04E-15
0.04,4000,10,1.59E-12
0.04,500,40,5.63E-16
0.04,15000,70,7.25E-13
0.04,12500,40,9.40E-13
0.04,2500,90,2.22E-13
0.04,35800,80,1.02E-13
0.04,2000,10,3.59E-13
0.04,1900,40,1.56E-13
0.04,8000,50,5.09E-13
0.04,900,0,1.17E-16
0.04,300,70,1.23E-15
0.04,200,30,4.75E-20
0.04,9000,10,6.57E-13
0.04,30000,60,3.52E-13
0.04,3000,50,4.09E-13
0.04,17500,70,8.45E-13
0.04,10000,40,6.43E-13
0.04,1300,60,2.62E-14
0.04,1200,20,1.76E-14
0.04,7000,20,7.63E-13
0.04,1100,90,1.19E-14
0.04,900,50,6.51E-15
0.04,800,10,4.97E-17
0.04,1500,50,5.00E-14
0.04,6000,60,4.89E-13
0.04,1400,10,4.25E-14
0.04,30000,30,7.02E-13
0.04,27500,80,4.39E-13
0.04,9000,40,5.88E-13
0.04,300,20,1.06E-19
0.04,200,60,7.84E-16
0.04,1900,10,2.84E-13
0.04,2000,40,1.90E-13
0.04,1800,50,1.07E-13
0.04,12500,10,8.17E-13
0.04,15000,20,1.51E-12
0.04,500,10,3.54E-19
0.04,400,50,6.36E-16
0.04,6000,30,7.40E-13
0.04,25000,80,6.02E-13
0.04,1400,40,4.03E-14
0.04,7000,0,1.03E-12
0.04,800,40,3.34E-15
0.04,1000,80,9.42E-15
0.04,1300,30,3.36E-14
0.04,7000,70,3.75E-13
0.04,1200,70,1.94E-14
0.04,10000,10,5.60E-13
0.04,17500,20,2.01E-12
1.6,4000,80,0
1.6,300,10,0
1.6,200,50,0
1.6,9000,70,0
1.6,20000,80,0
1.6,600,90,0
1.6,3000,30,0
1.6,12500,20,0
1.6,15000,10,0
1.6,500,20,0
1.6,400,60,0
1.6,1900,20,0
1.6,2000,70,0
1.6,1800,60,0
1.6,8000,30,0
1.6,900,30,0
1.6,800,70,0
1.6,1500,30,0
1.6,17500,0,0
1.6,22500,80,0
1.6,1400,70,0
1.6,1000,0,0
1.6,10000,20,0
1.6,1600,80,0
1.6,17500,10,0
1.6,300,0,0
1.6,7000,40,0
1.6,1200,40,0
1.6,2000,20,0
1.6,1900,70,0
1.6,1400,0,0
1.6,8000,60,0
1.6,1800,30,0
1.6,500,70,0
1.6,15000,40,0
1.6,12500,70,0
1.6,400,30,0
1.6,700,0,0
1.6,5000,90,0
1.6,700,80,0
1.6,9000,20,0
1.6,30000,50,0
1.6,10000,0,0
1.6,3000,60,0
1.6,300,40,0
1.6,1300,50,0
1.6,1200,10,0
1.6,7000,10,0
1.6,1700,90,0
1.6,17500,40,0
1.6,10000,70,0
1.6,1500,60,0
1.6,6000,50,0
1.6,1400,20,0
1.6,900,60,0
1.6,800,20,0
1.6,1600,20,0
1.6,10000,80,0
1.6,1700,60,0
1.6,1000,10,0
1.6,1100,50,0
1.6,900,90,0
1.6,22500,20,0
1.6,25000,10,0
1.6,35800,0,0
1.6,1500,90,0
1.6,2500,50,0
1.6,35800,40,0
1.6,5000,60,0
1.6,500,80,0
1.6,12500,80,0
1.6,8000,90,0
1.6,1900,80,0
1.6,4000,20,0
1.6,3000,90,0
1.6,600,30,0
1.6,700,70,0
1.6,20000,20,0
1.6,27500,10,0
1.6,25000,40,0
1.6,22500,70,0
1.6,1400,80,0
1.6,3000,0,0
1.6,800,80,0
1.6,1000,40,0
1.6,1600,70,0
1.6,1700,30,0
1.6,1800,0,0
1.6,600,60,0
1.6,27500,40,0
1.6,9000,80,0
1.6,700,20,0
1.6,20000,70,0
1.6,4000,70,0
1.6,1800,90,0
1.6,2000,80,0
1.6,5000,30,0
1.6,35800,10,0
1.6,400,90,0
1.6,22500,0,0
1.6,1800,20,0
1.6,8000,70,0
1.6,1900,60,0
1.6,2000,30,0
1.6,5000,80,0
1.6,400,20,0
1.6,12500,60,0
1.6,500,60,0
1.6,15000,50,0
1.6,3000,70,0
1.6,30000,40,0
1.6,9000,30,0
1.6,700,90,0
1.6,200,10,0
1.6,300,50,0
1.6,1300,40,0
1.6,10000,60,0
1.6,17500,50,0
1.6,1700,80,0
1.6,1400,30,0
1.6,6000,40,0
1.6,1500,70,0
1.6,800,30,0
1.6,900,70,0
1.6,200,40,0
1.6,800,0,0
1.6,4000,90,0
1.6,3000,20,0
1.6,600,80,0
1.6,20000,90,0
1.6,9000,60,0
1.6,30000,10,0
1.6,400,70,0
1.6,500,30,0
1.6,12500,30,0
1.6,8000,20,0
1.6,1800,70,0
1.6,2000,60,0
1.6,1900,30,0
1.6,800,60,0
1.6,900,20,0
1.6,1400,60,0
1.6,22500,90,0
1.6,1500,20,0
1.6,6000,10,0
1.6,1600,90,0
1.6,10000,30,0
1.6,1200,50,0
1.6,25000,0,0
1.6,7000,50,0
1.6,1300,10,0
1.6,1400,90,0
1.6,22500,60,0
1.6,25000,50,0
1.6,1100,10,0
1.6,1000,50,0
1.6,800,90,0
1.6,1700,20,0
1.6,1600,60,0
1.6,700,30,0
1.6,20000,60,0
1.6,9000,90,0
1.6,27500,50,0
1.6,1300,0,0
1.6,600,70,0
1.6,4000,60,0
1.6,2000,90,0
1.6,1800,80,0
1.6,2500,10,0
1.6,400,80,0
1.6,5000,20,0
1.6,1700,70,0
1.6,10000,90,0
1.6,1600,30,0
1.6,900,80,0
1.6,1700,0,0
1.6,1100,40,0
1.6,400,0,0
1.6,1500,80,0
1.6,22500,30,0
1.6,2000,0,0
1.6,12500,90,0
1.6,500,90,0
1.6,5000,70,0
1.6,35800,50,0
1.6,2500,40,0
1.6,1900,90,0
1.6,8000,80,0
1.6,4000,30,0
1.6,700,60,0
1.6,20000,30,0
1.6,600,20,0
1.6,3000,80,0
1.6,1300,80,0
1.6,4000,0,0
1.6,1700,40,0
1.6,17500,90,0
1.6,6000,80,0
1.6,1900,0,0
1.6,25000,30,0
1.6,12500,0,0
1.6,1100,70,0
1.6,1000,30,0
1.6,15000,90,0
1.6,35800,60,0
1.6,5000,40,0
1.6,2500,70,0
1.6,30000,80,0
1.6,27500,30,0
1.6,700,50,0
1.6,600,10,0
1.6,300,90,0
1.6,1100,20,0
1.6,30000,0,0
1.6,1000,60,0
1.6,22500,50,0
1.6,25000,60,0
1.6,1700,10,0
1.6,1600,50,0
1.6,1200,90,0
1.6,7000,90,0
1.6,15000,0,0
1.6,4000,50,0
1.6,200,80,0
1.6,20000,50,0
1.6,27500,60,0
1.6,9000,0,0
1.6,600,40,0
1.6,2500,20,0
1.6,5000,10,0
1.6,35800,30,0
1.6,3000,10,0
1.6,600,0,0
1.6,9000,50,0
1.6,30000,20,0
1.6,27500,90,0
1.6,200,70,0
1.6,1500,0,0
1.6,300,30,0
1.6,8000,10,0
1.6,1800,40,0
1.6,2000,50,0
1.6,400,40,0
